File ID,Category,Original Description,Subcategory
M008376,Idle,a person jumps and turns backwards.,jumping and turning around
008367,Idle,a person takes a big step backwards.,taking a step backwards
M008367,Idle,a person takes a big step backwards.,taking a step back
008361,Idle,the person is walking straight backwards.,walking backwards
M008361,Idle,the person is walking straight backwards.,walking backwards
008308,Idle,a person agitatedly looks around to the right.,looking around
M008308,Idle,a person agitatedly looks around to the left.,looking around
008306,Idle,"at a sideways angle, a person walks foreward then backwards",walking and turning around
M008306,Idle,"at a sideways angle, a person walks foreward then backwards",walking and turning around
008303,Idle,"a standing person lifts his ledt arm on the side then and lean to their right,then they rise their right arm to the side and and lean to their left casuing the right arm to fly up",gesturing
M008303,Idle,"a standing person lifts his ledt arm on the side then and lean to their left,then they rise their left arm to the side and and lean to their right casuing the left arm to fly up",leaning and gesturing
008292,Idle,a person turns to his right and paces back and forth,walking and turning around
M008292,Idle,a person turns to his left and paces back and forth,walking and turning around
008291,Idle,"a person picks up a cloth with his right hand, turns on a faucet with his left hand, and then washes something using his right hand.",gesturing
M008291,Idle,"a person picks up a cloth with his left hand, turns on a faucet with his right hand, and then washes something using his left hand.",irrelevant
008267,Idle,a person swings each arms in a windmill pattern.,gesturing
M008267,Idle,a person swings each arms in a windmill pattern.,gesturing
008266,Idle,walking to the side then the other.,walking and turning around
M008266,Idle,walking to the side then the other.,walking and turning around
008238,Idle,person turns around so their back is facing the front. they then walk forward for a moment before sliding to the right.,turning and walking with a slide
008235,Idle,a person jumps into the air.,jumping
008220,Idle,a man marches largely in a diaganol then turns around and stops.,marching and turning around
008216,Idle,a man jumps down from a curve.,jumping
008193,Idle,a person person trips forward.,falling
008184,Idle,the figure slowly but strongly circles the space. the figure pauses from movement then bends for an unknown and unseen object at ground level.,walking and turning around
008182,Idle,person is shrugging his shoulders,gesturing
008175,Idle,the person solutes in the video above with its red hand.,gesturing
008173,Idle,"the sim appears to push something, then brings both hands to their right ear.",gesturing
008159,Idle,this person is moving as if excited and animated while speaking.,gesturing
007869,Idle,reaching forward with right hand to shake hands then returning hands to waist,gesturing
M007869,Idle,reaching forward with left hand to shake hands then returning hands to waist,gesturing
007867,Idle,a man stands over top of a building and takes his hands on the edge to look down.,standing
M007867,Idle,a man stands over top of a building and takes his hands on the edge to look down.,standing
007849,Idle,the man is walking backwards,walking backwards
M007849,Idle,the man is walking backwards,walking and turning around
007845,Idle,stick figure looks to be pulling objects off a shelf with his left arm,gesturing
M007845,Idle,stick figure looks to be pulling objects off a shelf with his right arm,gesturing
007829,Idle,"a man jogs in place, first slowly, then building up speed.",running and gesturing
M007829,Idle,"a man jogs in place, first slowly, then building up speed.",jogging and changing pace
007816,Idle,"person walks backwards flailing arms, then walks forward regularly",walking and gesturing
M007816,Idle,"person walks backwards flailing arms, then walks forward regularly",walking and gesturing
007815,Idle,someone grabs an object and then appears to clean it,irrelevant
M007815,Idle,someone grabs an object and then appears to clean it,irrelevant
007812,Idle,a person grabbedsomething and lean it somehwere,grabbing and gesturing
M007812,Idle,a person grabbedsomething and lean it somehwere,irrelevant
007809,Idle,a person lightly hops forward.,hoping
M007809,Idle,a person lightly hops forward.,lightly hopping
007784,Idle,"too is walking in a reverse circular motion, raising both hands as to block something, raising their left hand to make the blocking motion again.",blocking and gesturing
007763,Idle,a person jump and turns 90 degrees.,jumping and turning around
M007763,Idle,a person jump and turns 90 degrees.,jumping and turning around
007760,Idle,"a person walks forward and steps forward on their left foot, reaching their right arm out before returning to regular.",walking and gesturing
